tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
838,Porerebus Anteran,Porerebus_Anteran.png,"Porerebus Anteran stands beneath distant suns, patient and unhurried. Characterized by distinctive alien-like spikes and formations. Cosmic dust and ice form a breathtaking ring system. Moons quietly revolve, adding mystery to this planet. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
839,Praal Voporkon,Praal_Voporkon.png,"Praal Voporkon orbits among the stars, a small part of the cosmic sea. A planet rich with terrestrial charm, oceans, and continents. Surrounded by expansive, glittering rings. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
840,Praburto 373,Praburto_373.png,"Praburto 373 drifts in silent patterns, softly lit by starlight. Uneven, harsh surfaces shape this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Rough,Ruins,,,Common,https://thonbo.com/uniworlds-nft
841,Praelerth 348,Praelerth_348.png,"Praelerth 348 floats in the dark sky, calm and faintly shining. A planet rich with terrestrial charm, oceans, and continents. An asteroid field encircles this mysterious planet. Several moons orbit this planet, silent companions on its cosmic journey. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Earthlike,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
842,Pragatis Epsilon,Pragatis_Epsilon.png,"Pragatis Epsilon glides through the heavens, steady and quiet. A planet rich with terrestrial charm, oceans, and continents. Surrounded by expansive, glittering rings. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
843,Pragatis Praong 132,Pragatis_Praong_132.png,"Pragatis Praong 132 floats in the dark sky, calm and faintly shining. An Earthlike world of remarkable natural beauty. A multitude of moons orbit, silently accompanying this world. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
844,Prainax Ianidian One,Prainax_Ianidian_One.png,"Prainax Ianidian One floats in the dark sky, calm and faintly shining. Rocky terrain covers this rugged celestial body. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
845,Prancania 294,Prancania_294.png,"Prancania 294 stands beneath distant suns, patient and unhurried. World exploding dramatically, fragmenting across space. Countless asteroids accompany this planet on its voyage. Moons quietly circle this world, adding intrigue to its appearance. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Exploding,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
846,Prantropic,Prantropic.png,"Prantropic drifts in silent patterns, softly lit by starlight. A rough, craggy planetary landscape dominates this world. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
847,Pratus Duopia e1,Pratus_Duopia_e1.png,"Pratus Duopia e1 stands beneath distant suns, patient and unhurried. A flat and desolate world, marked by countless craters. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
848,Prochania,Prochania.png,"Prochania stands beneath distant suns, patient and unhurried. Covered entirely with unusual, sharp formations. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
849,Proenella 323,Proenella_323.png,"Proenella 323 drifts in silent patterns, softly lit by starlight. A planet rich with terrestrial charm, oceans, and continents. Surrounded by expansive, glittering rings. Moons gracefully orbit, enhancing the planet's cosmic presence. Nature reigns supreme, unchallenged by intelligent life.",Earthlike,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
850,Proeria Vabtopia 7,Proeria_Vabtopia_7.png,"Proeria Vabtopia 7 stands beneath distant suns, patient and unhurried. A planet rich with terrestrial charm, oceans, and continents. Covered by a dense, swirling cloud layer. Moons quietly revolve, adding mystery to this planet. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,Clouds,,Common,https://thonbo.com/uniworlds-nft
851,Proton Minor,Proton_Minor.png,"Proton Minor orbits among the stars, a small part of the cosmic sea. Planet rupturing under immense cosmic pressure, scattering fragments. Countless asteroids accompany this planet on its voyage. A multitude of moons orbit, silently accompanying this world. Primitive customs and traditions linger in half-buried relics.",Exploding,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
852,Protose 9,Protose_9.png,"Protose 9 glides through the heavens, steady and quiet. This planet is flat, crater-ridden, and lifeless. Surrounded by expansive, glittering rings. Moons quietly revolve, adding mystery to this planet. Simple communities flourished here before more advanced visitors arrived.",Flat,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
853,Proule's Refuge,Proules_Refuge.png,"Proule's Refuge stands beneath distant suns, patient and unhurried. An irregular surface, rough with cliffs and valleys. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
854,Pyan,Pyan.png,"Pyan glides through the heavens, steady and quiet. A rugged, rocky planet with uneven terrain. Several moons orbit this planet, silent companions on its cosmic journey. Crumbling walls and deserted cities hint at a civilization’s fall from greatness.",Rough,Ruins,,,Common,https://thonbo.com/uniworlds-nft
855,Pychania 224,Pychania_224.png,"Pychania 224 orbits among the stars, a small part of the cosmic sea. A barren, desolate planet with no living inhabitants. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
856,Pyerebus,Pyerebus.png,"Pyerebus floats in the dark sky, calm and faintly shining. A terrestrial paradise filled with lush lands and oceans. Shrouded in thick atmospheric clouds. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,,Common,https://thonbo.com/uniworlds-nft
857,Pyiman 280,Pyiman_280.png,"Pyiman 280 drifts in silent patterns, softly lit by starlight. This planet boasts vibrant landscapes and deep blue seas. Adorned by stunning planetary rings of dust. Atmospheric clouds obscure the planet's surface. Moons quietly circle this world, adding intrigue to its appearance. Evidence of early civilization dots the landscape, brimming with ancient lore.",Earthlike,Primitive,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
858,Pyornia,Pyornia.png,"Pyornia stands beneath distant suns, patient and unhurried. A lifeless stone wandering through the void. Encircled by majestic rings of dust and debris. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
859,Pyroaleko Anadon,Pyroaleko_Anadon.png,"Pyroaleko Anadon glides through the heavens, steady and quiet. Alien-like protrusions dramatically decorate this planet. Beautiful celestial rings encircle the planet. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
860,Pyrochia Cuornania,Pyrochia_Cuornania.png,"Pyrochia Cuornania drifts in silent patterns, softly lit by starlight. Rocky terrain covers this rugged celestial body. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
861,Pyroesh,Pyroesh.png,"Pyroesh drifts in silent patterns, softly lit by starlight. A lifeless rock drifting silently through space. Surrounded by expansive, glittering rings. Moons gracefully orbit, enhancing the planet's cosmic presence. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Dead,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
862,Pyrorock 3,Pyrorock_3.png,"Pyrorock 3 glides through the heavens, steady and quiet. A lifeless rock drifting silently through space. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. Crumbling walls and deserted cities hint at a civilization’s fall from greatness.",Dead,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
863,Pytep,Pytep.png,"Pytep drifts in silent patterns, softly lit by starlight. Barren, flat planet scarred by endless craters. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
864,Pytopia,Pytopia.png,"Pytopia glides through the heavens, steady and quiet. Planet undergoing explosive breakup, spreading debris. Surrounded by expansive, glittering rings. Moons quietly circle this world, adding intrigue to its appearance. Evidence of early civilization dots the landscape, brimming with ancient lore.",Exploding,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
865,Pyutlis e1,Pyutlis_e1.png,"Pyutlis e1 drifts in silent patterns, softly lit by starlight. A planetary disk filled with empty craters and flat plains. Asteroids densely cluster around this celestial body. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
866,Pyza C’pid V,Pyza_Cpid_V.png,"Pyza C’pid V glides through the heavens, steady and quiet. A terrestrial paradise filled with lush lands and oceans. Moons quietly circle this world, adding intrigue to its appearance. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
